Notes,State,State Code,Year,Year Code,Deaths,Population,Crude Rate
,West Virginia,54,2009,2009,181,1847775,9.7956
,West Virginia,54,2010,2010,443,1852994,23.9073
,West Virginia,54,2011,2011,570,1855364,30.7217
,West Virginia,54,2012,2012,491,1855413,26.4631
,West Virginia,54,2013,2013,524,1854304,28.2586
,West Virginia,54,2014,2014,558,1850326,30.1568
,West Virginia,54,2015,2015,647,1844128,35.0843
,West Virginia,54,2016,2016,817,1831102,44.6179
Total,West Virginia,54,,,6302,32969943,19.1144
,Wisconsin,55,1999,1999,122,5332666,2.2878
,Wisconsin,55,2000,2000,161,5363675,3.0017
,Wisconsin,55,2001,2001,178,5406835,3.2921
,Wisconsin,55,2002,2002,240,5445162,4.4076
,Wisconsin,55,2003,2003,276,5479203,5.0372
,Wisconsin,55,2004,2004,300,5514026,5.4407
,Wisconsin,55,2005,2005,373,5546166,6.7254
,Wisconsin,55,2006,2006,439,5577655,7.8707
,Wisconsin,55,2007,2007,467,5610775,8.3233
,Wisconsin,55,2008,2008,440,5640996,7.8
,Wisconsin,55,2009,2009,464,5669264,8.1845
,Wisconsin,55,2010,2010,468,5686986,8.2293
,Wisconsin,55,2011,2011,548,5711767,9.5942
,Wisconsin,55,2012,2012,569,5726398,9.9364
,Wisconsin,55,2013,2013,708,5742713,12.3287
,Wisconsin,55,2014,2014,705,5757564,12.2448
,Wisconsin,55,2015,2015,727,5771337,12.5967
,Wisconsin,55,2016,2016,947,5778708,16.3877
Total,Wisconsin,55,,,8132,100761896,8.0705
,Wyoming,56,1999,1999,11,491780,Unreliable
,Wyoming,56,2000,2000,15,493782,Unreliable
,Wyoming,56,2001,2001,13,494657,Unreliable
,Wyoming,56,2002,2002,24,500017,4.7998
,Wyoming,56,2003,2003,21,503453,4.1712
,Wyoming,56,2004,2004,28,509106,5.4998
,Wyoming,56,2005,2005,15,514157,Unreliable
,Wyoming,56,2006,2006,31,522667,5.9311
,Wyoming,56,2007,2007,45,534876,8.4132
,Wyoming,56,2008,2008,61,546043,11.1713
,Wyoming,56,2009,2009,56,559851,10.0027
,Wyoming,56,2010,2010,64,563626,11.355
,Wyoming,56,2011,2011,58,568158,10.2084
,Wyoming,56,2012,2012,67,576412,11.6236
,Wyoming,56,2013,2013,79,582658,13.5586
,Wyoming,56,2014,2014,87,584153,14.8934
,Wyoming,56,2015,2015,79,586107,13.4788
,Wyoming,56,2016,2016,79,585501,13.4927
Total,Wyoming,56,,,833,9717004,8.5726
Total,,,,,493398,5435746389,9.0769
---,,,,,,,
